公司統一編號,公司名稱,分公司統一編號,分公司名稱,分公司地址,分公司狀態,分公司核准設立日期,分公司最後核准變更日期
22555003,統一超商股份有限公司,18639,台北市第一一八六分公司,臺北市中正區汀州路三段180號,1,1140225,       
22555003,統一超商股份有限公司,25358,台北市第一二四０分公司,臺北市大安區忠孝東路三段251巷2弄1號,1,1140106,       
22555003,統一超商股份有限公司,49561,台北市第一二三九分公司,臺北市士林區美崙街114號,1,1131216,       
22555003,統一超商股份有限公司,62493,台北市第一二三三分公司,臺北市中山區德惠街65、67、69、71號1樓,1,1131016,       
22555003,統一超商股份有限公司,63916,台北市第一二三四分公司,臺北市內湖區東湖路114號,1,1131016,       
22555003,統一超商股份有限公司,66456,台北市第一二三七分公司,臺北市松山區南京東路三段331號1樓,1,1131213,       
22555003,統一超商股份有限公司,66688,台北市第一二四七分公司,臺北市萬華區西園路一段80、82號1樓,1,1140318,       
22555003,統一超商股份有限公司,71319,台北市第一一八五分公司,臺北市文山區和興路1、3、5號,1,1131219,       
22555003,統一超商股份有限公司,108836,台北市第一二四一分公司,臺北市北投區公舘路230號,1,1140107,1140313
22555003,統一超商股份有限公司,121417,台北市第一一六六分公司,臺北市萬華區康定路154、156號1樓,1,1130827,       
22555003,統一超商股份有限公司,135030,台北市第一一八三分公司,臺北市南港區園區街3號2樓之7,1,1130930,       
22555003,統一超商股份有限公司,137353,台北市第一一八四分公司,臺北市文山區興隆路四段55號1樓,1,1131023,       
22555003,統一超商股份有限公司,177740,台北市第一二四二分公司,臺北市松山區光復北路32號1樓,1,1140212,       
22555003,統一超商股份有限公司,194213,台北市第一二三○分公司,臺北市萬華區興義街41、43號,1,1130828,       
22555003,統一超商股份有限公司,201299,台北市第一二三二分公司,臺北市中山區林森北路107巷83號1樓,1,1130913,       
22555003,統一超商股份有限公司,226263,台北市第一二三六分公司,臺北市萬華區大理街128之1、128之2號1樓,1,1131119,       
22555003,統一超商股份有限公司,243565,台北市第一二三一分公司,臺北市松山區八德路三段74巷43號1樓,1,1130913,       
22555003,統一超商股份有限公司,250018,台北市第一二三五分公司,臺北市松山區八德路四段147號,1,1131016,       
22555003,統一超商股份有限公司,251332,台北市第一二三八分公司,臺北市中山區敬業一路56號1樓,1,1131213,       
22555003,統一超商股份有限公司,1846195,台北市第一七０分公司,臺北市士林區文林路一六九號一樓,1,0781127,       
22555003,統一超商股份有限公司,16080140,台北巿第三四二分公司,臺北市松山區健康路224號１樓,1,0860419,0990901
22555003,統一超商股份有限公司,16082148,台北巿第二二四分公司,臺北市中山區民權東路3段71、73號1樓,1,0860515,1000920
22555003,統一超商股份有限公司,16082175,台北巿第２３３分公司,臺北市南港區東新街80巷1號1樓、108巷2弄30號1樓,1,0860515,1070906
22555003,統一超商股份有限公司,16082787,台北巿第３４３分公司,臺北市中山區民生東路二段157號,1,0860522,1070907
22555003,統一超商股份有限公司,16083723,台北巿第２３７分公司,臺北市信義區吳興街257、259號1樓,1,0860604,1070905
22555003,統一超商股份有限公司,16083738,台北巿第２１３分公司,臺北市中山區伊通街30號1樓,1,0860604,1080717
22555003,統一超商股份有限公司,16085004,台北巿第３４４分公司,臺北市士林區天玉里８鄰天母西路５巷６號１樓,3,0860619,0860619
22555003,統一超商股份有限公司,16085237,台北市第３３１分公司,臺北市中山區林森北路262號1樓,1,0860619,1070911
22555003,統一超商股份有限公司,16085243,台北市第３４５分公司,臺北市中山區中山北路二段七十四號１樓,3,0860619,0890216
22555003,統一超商股份有限公司,16085258,台北市第３４６分公司,臺北市萬華區環河南路二段200號1樓,1,0860619,1070918
22555003,統一超商股份有限公司,16086926,台北巿第３４７分公司,臺北市中山區民權西路66號1樓,3,0860710,1070904
22555003,統一超商股份有限公司,16086931,台北巿第３４８分公司,臺北市北投區立德路１２５號１樓,3,0860710,0881204
22555003,統一超商股份有限公司,16087241,台北巿第三四九分公司,臺北市士林區福順里重慶北路4段149、151號1樓,3,0860715,0990812
22555003,統一超商股份有限公司,16088760,台北巿第３５０分公司,臺北市大安區和平東路二段118巷33號1樓,1,0860805,1121128
22555003,統一超商股份有限公司,16089199,台北巿第３５１分公司,臺北市北投區明德路99號1樓,1,0860811,1070905
22555003,統一超商股份有限公司,16089732,台北巿第３５２分公司,臺北市中山區復興北路164號1樓,1,0860820,1070905
22555003,統一超商股份有限公司,16090267,台北巿第３５３分公司,臺北市松山區南京東路三段３４２號１樓,3,0860825,0930206
22555003,統一超商股份有限公司,16092336,台北巿第３５４分公司,臺北市文山區景中街45號1樓,1,0860912,1121128
22555003,統一超商股份有限公司,16094361,台北巿第３５５分公司,臺北市中山區長安東路二段１７６號１樓,3,0861003,0870113
22555003,統一超商股份有限公司,16097796,台北巿第３５６分公司,臺北市士林區士東路48號1樓,3,0861110,1070906
22555003,統一超商股份有限公司,16097965,台北巿第３５７分公司,臺北市松山區八德路四段６５８號１樓,3,0861111,0881110
22555003,統一超商股份有限公司,16097971,台北巿第３５８分公司,臺北市大安區大安路二段102號1樓,1,0861111,1070905
22555003,統一超商股份有限公司,16097986,台北巿第３５９分公司,臺北市士林區德行東路262號1樓,1,0861111,0990820
22555003,統一超商股份有限公司,16098520,台北巿第３６０分公司,臺北市大安區東豐街9號1樓,1,0861118,1070906
22555003,統一超商股份有限公司,16432911,台北巿第３６１分公司,臺北市大安區建國南路一段274號1樓,1,0861215,1070905
22555003,統一超商股份有限公司,16432927,台北巿第三六二分公司,臺北市中正區永昌里21鄰中華路2段405、407號1樓,1,0861215,1000530
22555003,統一超商股份有限公司,16433025,台北巿第３６３分公司,臺北市大安區仁愛路四段２６６巷十五弄十八號１樓,3,0861217,0921031
22555003,統一超商股份有限公司,16435558,台北巿第３６４分公司,臺北市中山區長春路67號1樓,1,0870112,1070906
22555003,統一超商股份有限公司,16436352,台北巿第３６５分公司,臺北市信義區大仁里8鄰林口街48號,1,0870122,1070906
22555003,統一超商股份有限公司,16436509,台北巿第３６６分公司,臺北市北投區振興街31號1樓,3,0870202,1070905
22555003,統一超商股份有限公司,16436711,台北巿第３６７分公司,臺北市北投區公館路31號1樓,1,0870202,1070906
22555003,統一超商股份有限公司,16436727,台北巿第３６８分公司,臺北市士林區士東路２００巷二十一號１樓,3,0870202,0870202
22555003,統一超商股份有限公司,16438437,台北巿第３６９分公司,臺北市信義區新仁里24鄰東興路57號1樓,1,0870220,1070905
22555003,統一超商股份有限公司,16440068,台北巿第３７０分公司,臺北市大興街四十八號,3,0870312,0870312
22555003,統一超商股份有限公司,16442559,台北巿第３７１分公司,臺北市南港區興華路117、119、121、123、125號1樓,1,0870403,1000823
22555003,統一超商股份有限公司,16443157,台北巿第３７２分公司,臺北市南港區忠孝東路六段276號,1,0870410,1070906
22555003,統一超商股份有限公司,16443163,台北巿第３７３分公司,臺北市信義區六藝里二十四鄰永吉路１８０巷六十七弄５號１樓,3,0870410,0870410
22555003,統一超商股份有限公司,16446540,台北巿第３７４分公司,臺北市北投區知行路２０８–２號１樓,3,0870512,0911107
22555003,統一超商股份有限公司,16446555,台北巿第三七五分公司,臺北市北投區石牌路2段335號1樓,3,0870512,1000512
22555003,統一超商股份有限公司,16447864,台北巿第３７６分公司,臺北市文山區景行里景文街96、98號1樓,1,0870526,1121128
22555003,統一超商股份有限公司,16448364,台北巿第３７７分公司,臺北市玉成街１５４號１樓,3,0870529,0870529
22555003,統一超商股份有限公司,16448673,台北巿第３７９分公司,臺北市中山區合江街117號1樓,1,0870602,1070906
22555003,統一超商股份有限公司,16450136,台北市第三八０分公司,臺北市中正區襄陽路７號１樓,3,0870612,0910705
22555003,統一超商股份有限公司,16450620,台北市第三八三分公司,臺北市北投區光明路122號1樓,1,0870618,1121128
22555003,統一超商股份有限公司,16450874,台北市第３８１分公司,臺北市信義區吳興街４８７號１樓,3,0870623,       
22555003,統一超商股份有限公司,16450889,台北市第３８２分公司,臺北市中正區忠孝西路一段四十九號Ｕ１區Ａ室,3,0870623,0870924
22555003,統一超商股份有限公司,16632262,台北市第３８４分公司,臺北市松山區南京東路五段139之4、139之8號1樓,1,0870702,1080717
22555003,統一超商股份有限公司,16633641,台北市第３８５分公司,臺北市中山區北安路六四九號一樓,1,0870714,1121128
22555003,統一超商股份有限公司,16633656,台北市第３８６分公司,臺北市大同區民生西路95、97號1樓,1,0870714,1121127
22555003,統一超商股份有限公司,16637273,台北市第３８７分公司,臺北市松山區上壽里二十一鄰撫遠街十七-一號一樓,3,0870817,0900131
22555003,統一超商股份有限公司,16740240,台北市第３８９分公司,臺北市大同區延平北路二段159、161號1樓,1,0870831,1121127
22555003,統一超商股份有限公司,16740277,台北市第３８８分公司,臺北市士林區光華路26巷7-1、7-2、7-3號1樓,1,0870831,1121127
22555003,統一超商股份有限公司,16740678,台北市第３９０分公司,臺北市信義區基隆路一段一四五號一樓,3,0870907,0881220
22555003,統一超商股份有限公司,16743437,台北市第３９１分公司,臺北市大安區師大路五十九巷十三號一樓,1,0870928,1121128
22555003,統一超商股份有限公司,16746574,台北市第１６分公司,臺北市萬華區峨眉街八十四號一樓,3,0871030,0901212
22555003,統一超商股份有限公司,16749571,台北市第２２１分公司,臺北市信義區松德路一二九．一三一號一樓,3,0871202,       
22555003,統一超商股份有限公司,16749586,台北市第３６分公司,臺北市中正區杭州南路一段83號1樓,1,0871202,1121127
22555003,統一超商股份有限公司,16749592,台北市第４５分公司,臺北市大同區酒泉街58、60號1樓,1,0871202,1121127
22555003,統一超商股份有限公司,16749848,台北市第２９６分公司,臺北市士林區克強路八號一樓,3,0871203,0920702
22555003,統一超商股份有限公司,16832206,台北市第３３９分公司,臺北市松山區新東街十五巷一號一樓,1,0871221,1121128
22555003,統一超商股份有限公司,16832212,台北市第３１１分公司,臺北市松山區三民路十號一樓,1,0871221,1121128
22555003,統一超商股份有限公司,16832228,台北市第２９９分公司,臺北市中山區松江路三０五號一樓,3,0871221,       
22555003,統一超商股份有限公司,16832655,台北市第３９２分公司,臺北市中山區長安東路二段一０一號一樓,1,0871223,1121128
22555003,統一超商股份有限公司,16833140,台北市第３９３分公司,臺北市士林區陽明里十六鄰格玫路二０四號一樓,3,0871231,0901213
22555003,統一超商股份有限公司,16833444,台北市第３９４分公司,臺北市士林區中山北路七段14巷19號Ｂ1樓,1,0880107,1121127
22555003,統一超商股份有限公司,16833459,台北市第３９５分公司,臺北市羅斯福路六段二十九、三十一號一樓,3,0880107,       
22555003,統一超商股份有限公司,16833900,台北市第３９６分公司,臺北市信義區信義路六段十一號一樓,3,0880112,       
22555003,統一超商股份有限公司,16834936,台北市第三九七分公司,臺北市中正區忠孝西路一段四十九號地下一樓Ｅ室,3,0880126,0880809
22555003,統一超商股份有限公司,16834979,台北市第３９９分公司,臺北市中山區松江路二六八號一樓,3,0880126,0911008
22555003,統一超商股份有限公司,16834984,台北市第３９８分公司,臺北市中正區忠孝西路一段四十九號Ｂ一樓,3,0880126,0900322
22555003,統一超商股份有限公司,16835793,台北市第４００分公司,臺北市中山區民權東路三段二十二號一樓,3,0880204,0900731
22555003,統一超商股份有限公司,16836012,台北市第４０１分公司,臺北市大安區大安路一段218號1樓,1,0880208,1121127
22555003,統一超商股份有限公司,16836358,台北市第４０２分公司,臺北市內湖區大湖山莊街219巷6、8號1樓,1,0880212,0990820
22555003,統一超商股份有限公司,16836717,台北市第４０３分公司,臺北市中正區羅斯福路三段二四四巷二-一號一樓,3,0880223,0900129
22555003,統一超商股份有限公司,16836998,台北市第４０４分公司,臺北市內湖區金龍里金龍路五號一樓,1,0880301,1121128
22555003,統一超商股份有限公司,16837201,台北市第四０五分公司,臺北市士林區美崙街一一八號一樓,3,0880303,0890110
22555003,統一超商股份有限公司,16837960,台北市第４０６分公司,臺北市信義區永春里二十一鄰松山路二二五巷二號一樓、二二七號一,3,0880311,0930604
22555003,統一超商股份有限公司,16838807,台北市第４０７分公司,臺北市中正區汀州路一段三八六、三八八號一樓,3,0880319,       
22555003,統一超商股份有限公司,16839117,台北市第４０８分公司,臺北市南京西路十六號Ｂ一樓,3,0880322,0910305
22555003,統一超商股份有限公司,16839123,台北市第４０９分公司,臺北市北投區中央北路三段二號一樓,3,0880322,       
22555003,統一超商股份有限公司,16839159,台北市第４１０分公司,臺北市捷運淡水線地下街鄭州路至南京西路段Ｍ一　三段Ａ二,3,0880322,0910305
22555003,統一超商股份有限公司,16839974,台北市第四一一分公司,臺北市中正區信陽街十一-二號一樓,3,0880406,       
22555003,統一超商股份有限公司,16841079,台北市第４１２分公司,臺北市大安區仁愛路四段二十七巷一號一樓,1,0880415,1121128
22555003,統一超商股份有限公司,16841084,台北市第４１３分公司,臺北市信義區惠安里吳興街五二０號一樓,1,0880415,1121128
22555003,統一超商股份有限公司,16841654,台北市第四一四分公司,臺北市大安區忠孝東路四段二一六巷六十八號一樓,1,0880421,1121128
22555003,統一超商股份有限公司,16841970,台北市第四一五分公司,臺北市中正區中華路一段五十九-十八、五十九-十九、五十九-二十,3,0880426,0920623
22555003,統一超商股份有限公司,16843999,台北市第四一六分公司,臺北市南港區南港路三段四十九-一號一樓,3,0880515,0940223
22555003,統一超商股份有限公司,16844456,台北市第四一七分公司,臺北市士林區中山北路五七０號一樓,3,0880524,0890508
22555003,統一超商股份有限公司,16845053,台北市第四一八分公司,臺北市大安區建國南路一段28、30號1樓,1,0880531,1121127
22555003,統一超商股份有限公司,16845069,台北市第四一九分公司,臺北市萬華區武昌街二段一一四號一樓,3,0880531,       
22555003,統一超商股份有限公司,16845075,台北市第四二０分公司,臺北市南港區研究院路一段九十九號一樓之十四,1,0880531,1121128
22555003,統一超商股份有限公司,16846139,台北市第四二一分公司,臺北市中正區懷寧街十七號一樓,3,0880615,0930728
22555003,統一超商股份有限公司,16846145,台北市第四二二分公司,臺北市內湖區成功路三段二０一號一樓,3,0880615,1121128
22555003,統一超商股份有限公司,16846594,台北市第四二三分公司,臺北市信義區松山路608、610號1樓,1,0880621,1080717
22555003,統一超商股份有限公司,16846601,台北市第四二四分公司,臺北市內湖區康寧路3段99巷14號1樓、康寧路3段99巷12弄2號1樓,1,0880621,1000920
22555003,統一超商股份有限公司,16847587,台北市第四二五分公司,臺北市士林區至善路二段三十四號一樓,3,0880629,0880713
22555003,統一超商股份有限公司,16847593,台北市第四二六分公司,臺北市士林區福國路94號1樓,1,0880629,1121127
22555003,統一超商股份有限公司,16848002,台北市第四二七分公司,臺北市南港區八德路四段778、780號1樓,1,0880701,1000822
22555003,統一超商股份有限公司,22555284,臺北市第１分公司,臺北市中山北路六段１５０號１樓,1,0760618,       
22555003,統一超商股份有限公司,22555290,台北市第２分公司,臺北市福港街２５８號１樓,3,0760618,0901002
22555003,統一超商股份有限公司,22555307,臺北市第３分公司,臺北市石牌路二段７６號１樓,1,0760618,       
22555003,統一超商股份有限公司,22555313,臺北市第４分公司,臺北市中山北路七段１７４號１樓,1,0760618,       
22555003,統一超商股份有限公司,22555329,台北市第５分公司,臺北市北投區榮華三路３–１號１樓,1,0760618,0811020
22555003,統一超商股份有限公司,22555334,台北市第６分公司,臺北市北投區石牌路一段126號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555340,台北市第７分公司,臺北市北投區中和街222號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555355,台北市第８分公司,臺北市士林區忠誠路二段7號1樓,1,0760618,1000401
22555003,統一超商股份有限公司,22555361,台北市第九分公司,臺北市松山區八德路三段200、202號1樓,1,0760618,1080717
22555003,統一超商股份有限公司,22555377,台北市第十分公司,臺北市仁愛路四段４２０號１樓,3,0760618,0900607
22555003,統一超商股份有限公司,22555382,台北市第１１分公司,臺北市孝東路四段３０８號１樓,3,0760618,0860623
22555003,統一超商股份有限公司,22555398,台北市第十二分公司,臺北市松山區南京東路四段131號1樓,3,0760618,1051230
22555003,統一超商股份有限公司,22555405,台北市第十三分公司,臺北市松山區八德路三段27號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555411,台北市第十四分公司,臺北市光復南路４７１號１樓,1,0760618,1011016
22555003,統一超商股份有限公司,22555427,臺北市第十五分公司,臺北市南京東路五段十七號１樓,3,0760618,0811020
22555003,統一超商股份有限公司,22555432,台北市第１６分公司,臺北市松信路１４５號１樓,1,0760618,0861205
22555003,統一超商股份有限公司,22555448,臺北市第十七分公司,臺北市信義區忠孝東路五段386號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555453,臺北市第十八分公司,臺北市信義區基隆路二段22號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555469,台北市第十九分公司,臺北市信義區臺北市永吉路32、34號1樓,1,0760618,1000530
22555003,統一超商股份有限公司,22555475,台北市第二十分公司,臺北市中坡南路三十八號１樓,1,0760618,0811020
22555003,統一超商股份有限公司,22555480,台北市第二十一分公司,臺北市松山路４６３號１樓,3,0760618,0811020
22555003,統一超商股份有限公司,22555496,台北市第二十二分公司,臺北市長安西路１４７、１４９號１樓,3,0760618,0930804
22555003,統一超商股份有限公司,22555502,台北市第二十三分公司,臺北市松山區民生東路五段65號1樓,3,0760618,1051230
22555003,統一超商股份有限公司,22555518,台北市第二十四分公司,臺北市松山區延壽街422號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555524,台北市第二十五分公司,臺北市敦化北路149號1樓,1,0760618,1001214
22555003,統一超商股份有限公司,22555539,台北市第二十六分公司,臺北市松山區八德路二段439號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555545,台北市第二十七分公司,臺北市松山區民權東路3段108號1樓,1,0760618,1060329
22555003,統一超商股份有限公司,22555550,台北市第二十八分公司,臺北市敦化北路２２２巷五十–五十二號１樓,3,0760618,0811013
22555003,統一超商股份有限公司,22555566,台北市第２９分公司,臺北市大安區永康街43號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555572,台北市第３０分公司,臺北市忠孝東路四段２２３巷二十弄３號１樓,3,0760618,0870922
22555003,統一超商股份有限公司,22555587,臺北市第３１分公司,臺北市忠孝東路三段２１７巷１弄２號１樓,1,0760618,       
22555003,統一超商股份有限公司,22555593,台北市第３２分公司,臺北市濟南路三段７號１樓,3,0760618,0860623
22555003,統一超商股份有限公司,22555600,台北市第３３分公司,臺北市忠孝東路三段２５１巷３弄２號１樓,3,0760618,0900829
22555003,統一超商股份有限公司,22555616,台北市第三十四分公司,臺北市中正區新生南路一段126-7號1樓,1,0760618,0991222
22555003,統一超商股份有限公司,22555622,台北市第３５分公司,臺北市金華街１４０–１號１樓,3,0760618,0860623
22555003,統一超商股份有限公司,22555637,台北市第三十六分公司,臺北市連雲街７２–１、２、３號１樓,1,0760618,0811020
22555003,統一超商股份有限公司,22555643,台北市第三十七分公司,臺北市羅斯福路三段２３８號１樓,3,0760618,0811020
22555003,統一超商股份有限公司,22555658,台北市第三十八分公司,臺北市中正區南昌路一段72號1樓,3,0760618,1051230
22555003,統一超商股份有限公司,22555664,台北市第３９分公司,臺北市大安區師大路87號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555670,台北市第四十分公司,臺北市延平南路１７３號１樓,3,0760618,0811020
22555003,統一超商股份有限公司,22555685,台北市第４１分公司,臺北市和平東路一段２１２號１樓,3,0760618,0910321
22555003,統一超商股份有限公司,22555691,台北市第四十二分公司,臺北市和平西路一段１００號１樓,3,0760618,0920307
22555003,統一超商股份有限公司,22555708,台北市第四十三分公司,臺北市環河南路二段２４２、２４２–１號１樓,3,0760618,0871113
22555003,統一超商股份有限公司,22555714,臺北市第４４分公司,臺北市和平東路三段３０８巷３０號１樓,1,0760618,       
22555003,統一超商股份有限公司,22555720,台北市第４５分公司,臺北市復興南路二段３０８巷５號１樓,3,0760618,0860623
22555003,統一超商股份有限公司,22555735,台北市第四十六分公司,臺北市大安區敦化南路1段236巷13號1樓,3,0760618,1051230
22555003,統一超商股份有限公司,22555741,台北市第４７分公司,臺北市大安區信義路四段265巷12弄1號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555756,台北市第四十八分公司,臺北市仁愛路四段１４１號１樓,3,0760618,0850318
22555003,統一超商股份有限公司,22555762,台北市第４９分公司,臺北市大安路一段２０５號１樓,3,0760618,0920319
22555003,統一超商股份有限公司,22555778,台北市第５０分公司,臺北市大安區安和路1段86號1樓,1,0760618,1051230
22555003,統一超商股份有限公司,22555783,台北市第５１分公司,臺北市文山區忠順街一段26巷15號1樓,3,0760618,1000830
22555003,統一超商股份有限公司,22555799,台北市第五十二分公司,臺北市羅斯福路五段１９０–３號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22555806,台北市第五十三分公司,臺北市木柵區新光路一段１４１號１樓,3,0760622,0930325
22555003,統一超商股份有限公司,22555812,臺北市第五十四分公司,臺北市松山區南京東路三段303巷5號1樓、3弄2號1樓,3,0760622,1001025
22555003,統一超商股份有限公司,22555828,台北市第五十五分公司,臺北市雙城街十六–１號１樓,1,0760622,0811020
22555003,統一超商股份有限公司,22555833,台北市第五十六分公司,臺北市南京西路３１６號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22555849,台北市第五十七分公司,臺北市中山區農安街28-1號、28-2號1樓,1,0760622,1100324
22555003,統一超商股份有限公司,22555854,台北市第五十八分公司,臺北市中山區林森北路617號1樓,3,0760622,0970325
22555003,統一超商股份有限公司,22555860,台北市第五十九分公司,臺北市大同區重慶北路3段258、260、262號1樓,1,0760622,1071123
22555003,統一超商股份有限公司,22555876,台北市第６０分公司,臺北市士林區格致路四十五、四十七號１樓,3,0760622,0921110
22555003,統一超商股份有限公司,22555881,臺北市第６１分公司,臺北市民權西路３８號１樓,1,0760622,       
22555003,統一超商股份有限公司,22555897,台北市第六十二分公司,臺北市農安街２２７之１號１樓,3,0760622,0880826
22555003,統一超商股份有限公司,22555904,台北市第六十三分公司,臺北市中正區青島東路4號1樓,1,0760622,1051230
22555003,統一超商股份有限公司,22555910,台北市第六十四分公司,臺北市中正區武昌街一段1-2號1樓,1,0760622,1000809
22555003,統一超商股份有限公司,22555926,台北市第六十五分公司,臺北市士林區中正路220、222號1樓,1,0760622,1051230
22555003,統一超商股份有限公司,22555931,台北市第六十六分公司,臺北市中華商場義棟六十七號１樓,1,0760622,0811020
22555003,統一超商股份有限公司,22555947,台北市第六十七分公司,臺北市萬華區康定路九十九號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22555952,台北市第六十八分公司,臺北市中正區金山南路一段108號1樓,1,0760622,1051230
22555003,統一超商股份有限公司,22555968,台北市第六十九分公司,臺北市萬華區康定街203、205號1樓,1,0760622,1000530
22555003,統一超商股份有限公司,22555974,台北市第七十分公司,臺北市長安東路一段五十三巷１–６號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22555989,台北市第七十一分公司,臺北市中山北路一段１０５巷８號１樓,1,0760622,0811020
22555003,統一超商股份有限公司,22555995,臺北市第七十二分公司,臺北市南京東路一段１３２巷８號１樓,3,0760622,0900416
22555003,統一超商股份有限公司,22656001,臺北市第７３分公司,臺北市南京東路一段１３２巷２１–１號１樓,1,0760622,       
22555003,統一超商股份有限公司,22656017,台北市第七十四分公司,臺北市一江街四十三號１樓,3,0760622,0900813
22555003,統一超商股份有限公司,22656023,臺北市第７５分公司,臺北市長安東路二段８１號１樓,3,0760622,       
22555003,統一超商股份有限公司,22656038,台北市第七十六分公司,臺北市長安東路一段七十三號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22656044,台北市第七十七分公司,臺北市中山區天津街65號1樓,1,0760622,1051230
22555003,統一超商股份有限公司,22656059,台北市第七十八分公司,臺北市長安東路一段８之３號１樓,6,0760622,0811020
22555003,統一超商股份有限公司,22656065,台北市第七十九分公司,臺北市吉林路２１１號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22656071,台北市第八十分公司,臺北市民權東路二段１５２巷８號１樓,3,0760622,0890503
22555003,統一超商股份有限公司,22656086,台北市第八十一分公司,臺北市中山區民生東路2段111、113號1樓,1,0760622,1070903
22555003,統一超商股份有限公司,22656092,台北市第八十二分公司,臺北市林森北路３６２號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22656109,臺北市第８３分公司,臺北市松江路３１２號１樓,3,0760622,0890104
22555003,統一超商股份有限公司,22656115,台北市第八十四分公司,臺北市龍江路２４４號１樓,1,0760622,0811020
22555003,統一超商股份有限公司,22656121,台北市第八十五分公司,臺北市興安街１２８號１樓,3,0760622,0811020
22555003,統一超商股份有限公司,22656136,台北市第八十六分公司,臺北市中山區林森北路500號1樓,1,0760622,1051215
22555003,統一超商股份有限公司,22656142,台北市第八七分公司,臺北市忠孝東路四段五六０號一一樓,1,0760629,       
22555003,統一超商股份有限公司,22656157,臺北市第八十八分公司,臺北市士林區大東路八十三、八十五號１樓,3,0760622,0931209
22555003,統一超商股份有限公司,22656163,台北市第八十九分公司,臺北市中山區合江街58巷1號1樓：60、60-1號1樓,1,0760622,1000328
22555003,統一超商股份有限公司,22656179,臺北市第９０分公司,臺北市敦化南路５號１樓,3,0760622,0800418
22555003,統一超商股份有限公司,22659627,臺北巿第九三分公司,臺北市內湖路１段７３３號１樓,1,0760828,       
22555003,統一超商股份有限公司,22659632,台北巿第九十四分公司,臺北市永吉路３２５號１樓,1,0760828,0811020
22555003,統一超商股份有限公司,22660912,台北巿第九十五分公司,臺北市萬大路245、247號1樓,1,0761012,1000816
22555003,統一超商股份有限公司,22660928,台北巿第九十六分公司,臺北市北投區明德路114、116號1樓,1,0761012,1051215
22555003,統一超商股份有限公司,22661243,台北巿第九十八分公司,臺北市東園街六九、七一、七一–１號１樓七三巷１號１樓,1,0761020,0811020
22555003,統一超商股份有限公司,22764727,台北市第９９分公司,臺北市羅斯福路三段２６７號１樓,3,0761124,0860623
22555003,統一超商股份有限公司,22765423,台北巿第１００分公司,臺北市福德街１８９號１樓,3,0761210,0811020
22555003,統一超商股份有限公司,22766149,台北市第１０２分公司,臺北市忠誠路二段四十六–１號１樓,3,0761228,0920702
22555003,統一超商股份有限公司,22766154,台北市第１０３分公司,臺北市信義路３段１０９號１樓,3,0761228,0811020
22555003,統一超商股份有限公司,22766160,台北市第１０４分公司,臺北市文山區木新路二段255號1樓,1,0761228,1051215
22555003,統一超商股份有限公司,22818168,台北市第１０５分公司,臺北市信義路二段二十八號１樓,3,0770224,0881004
22555003,統一超商股份有限公司,22819069,台北巿第１０６分公司,臺北市士林區天母西路39之1號1樓,1,0770311,1080717
22555003,統一超商股份有限公司,22819526,台北巿第１０７分公司,臺北市木柵路１段１６８、１７０號１樓,3,0770318,1051215
22555003,統一超商股份有限公司,22819841,台北巿第１０８分公司,臺北市文山區木柵路2段157、159號1樓,1,0770331,1051215
22555003,統一超商股份有限公司,22820208,台北巿第１０９分公司,臺北市中山區龍江路281-1號1樓,1,0770406,1051215
22555003,統一超商股份有限公司,22820679,台北巿第１１０分公司,臺北市大安區瑞安街182號1樓,1,0770420,1051215
22555003,統一超商股份有限公司,22822058,台北巿第１１３分公司,臺北市中正區寧波西街3號1樓,1,0770507,1051215
22555003,統一超商股份有限公司,22822064,臺北巿第１１２分公司,臺北市忠孝東路４段５００號１樓,1,0770507,0811020
22555003,統一超商股份有限公司,22955850,台北巿第１１８分公司,臺北市金龍路六十四、六十六號１樓,3,0770624,0811020
22555003,統一超商股份有限公司,22955866,台北巿第１１７分公司,臺北市士林區仰德大道三段68、70號1樓,1,0770624,1080717
22555003,統一超商股份有限公司,22958224,臺北巿第一一九分公司,臺北市大同區承德路三段60、60-1號1樓,1,0770811,0991217
22555003,統一超商股份有限公司,22958239,台北巿第１２０分公司,臺北市中山區復興北路３５２號１樓,3,0770811,1051215
22555003,統一超商股份有限公司,22958245,台北巿第一二一分公司,臺北市大安區大安路一段五十二巷二十一號一樓,3,0770811,0900629
22555003,統一超商股份有限公司,22958553,台北巿第１２２分公司,臺北市和平東路二段十八號１樓,3,0770812,0860623
